u_k,i_k,precision,recall,coverage,popularity,novel
10,86,0.07644035232178058,0.5522805119884623,0.6951807228915663,4.793344580995225,0.9695635729650603
10,87,0.07595936655269882,0.554714259960339,0.6981927710843373,4.789988588301985,0.9696408040238264
10,88,0.07545464538270821,0.556877591490896,0.7018072289156626,4.787425003107822,0.9697030600897821
10,89,0.075084911703915,0.5599423111591851,0.7042168674698795,4.7837902669380945,0.969786326578917
10,90,0.07463900752491356,0.5623760591310618,0.7072289156626506,4.780119970485352,0.969866717146978
10,91,0.07420741600445292,0.5648098071029385,0.7120481927710843,4.7768878488042175,0.9699439437541574
10,92,0.0737744322112397,0.567153416261042,0.7144578313253012,4.773466023834331,0.9700239744143052
10,93,0.07329532920783458,0.5690463313502794,0.7162650602409638,4.7705568493155,0.9700915022054883
10,94,0.07291918181504604,0.5716603569497025,0.7186746987951808,4.767754485546164,0.97016373122772
10,95,0.07257302283209019,0.5744546601766721,0.7216867469879518,4.764718151178112,0.9702396414921903
10,96,0.0721811126652529,0.5767982693347755,0.7265060240963855,4.761818865809312,0.9703086777732082
10,97,0.07176300997888009,0.5788714620515594,0.7271084337349397,4.759005390470486,0.9703727898202558
10,98,0.07138665928591198,0.5812150712096629,0.7283132530120482,4.75641656961295,0.9704390224840511
10,99,0.07099605089951733,0.5833784027402199,0.7301204819277108,4.753569210161347,0.970505183732
10,100,0.07065831811461866,0.5859022895258699,0.7319277108433735,4.750582400571958,0.9705742400446256
10,101,0.07027731689973928,0.5879754822426537,0.7349397590361446,4.747713158009264,0.9706435364336093
10,102,0.06988391836909046,0.5898683973318911,0.7355421686746988,4.74477196197026,0.9707131784697608
10,103,0.06956162730381207,0.5923021453037678,0.736144578313253,4.742354495076233,0.9707693187475659
10,104,0.06923658193572763,0.5946457544618713,0.7385542168674699,4.7395939332370265,0.9708346534599259
10,105,0.0689816645507711,0.5975301965026141,0.7391566265060241,4.736915377188498,0.9708987802074992
10,106,0.06858728963090607,0.5991526951505318,0.7397590361445783,4.734096731982233,0.9709634475067676
10,107,0.06821042291280813,0.6008653326122229,0.7409638554216867,4.731192138806743,0.9710310053394825
10,108,0.06785337338637655,0.6026681088876871,0.7421686746987952,4.728886935211463,0.971089547047079
10,109,0.06755586873364204,0.6049215792320173,0.7433734939759036,4.726353825122271,0.9711501182311839
10,110,0.06731441353278345,0.6076257436452136,0.7475903614457832,4.724102434690741,0.971204072569769
10,111,0.06705831071308276,0.6101496304308636,0.7487951807228915,4.721741523437629,0.9712649955069098
10,112,0.06672891684686455,0.6119524067063278,0.7518072289156627,4.7193665744072435,0.9713170075971016
10,113,0.06648461500950895,0.6144762934919776,0.7548192771084338,4.7169845883853165,0.9713747041898421
10,114,0.06618792764717837,0.6164593473949883,0.7572289156626506,4.714775886112877,0.9714294196777861
10,115,0.06591686196165815,0.6186226789255453,0.7590361445783133,4.712587412403875,0.9714803925334013
10,116,0.06551766870346892,0.6195240670632775,0.7596385542168674,4.710331597623835,0.9715344651724744
10,117,0.06526634497114202,0.6217775374076077,0.7620481927710844,4.70822557160395,0.9715838662457907
10,118,0.06504813336463959,0.6243014241932576,0.7626506024096386,4.705887763259543,0.9716394053652281
10,119,0.06475973820134628,0.6261042004687218,0.7644578313253012,4.703743425898502,0.9716935854502537
10,120,0.06449403467202265,0.6280872543717325,0.7656626506024097,4.70156873861857,0.9717464920269736
10,121,0.06427810041902521,0.6305210023436092,0.766867469879518,4.699685869682909,0.971793812062688
10,122,0.06399459868799212,0.6322336398053001,0.7680722891566265,4.697458532051236,0.9718465502857484
10,123,0.06370777049982333,0.633856138453218,0.7698795180722892,4.695196832097629,0.9719039356199328
10,124,0.0633901019315718,0.6351180818460429,0.7710843373493976,4.693205784252957,0.9719536840492459
10,125,0.0631404958677686,0.6370109969352803,0.7728915662650603,4.691234935993245,0.9720059020614172
10,126,0.06289598381457753,0.6389039120245178,0.7746987951807229,4.689178671149312,0.9720564450600438
10,127,0.06260356072624713,0.6402559942311159,0.7771084337349398,4.68728417603852,0.9721027571260187
10,128,0.062325451091286344,0.6416982152514873,0.7783132530120482,4.685495125853933,0.9721495687914611
10,129,0.06203471787379113,0.6429601586443122,0.7813253012048192,4.6836090129803685,0.972195381318085
10,130,0.0617569809234172,0.6443122408509104,0.7837349397590362,4.6818983906140765,0.9722382932989738
10,131,0.06152684074093149,0.6461150171263746,0.7843373493975904,4.680103901674472,0.9722821286244718
10,132,0.061267653680835095,0.647557238146746,0.7867469879518072,4.678070291798592,0.9723275618153782
10,133,0.06102128669242763,0.6490895979808906,0.7885542168674698,4.675960647271421,0.972375636546977
10,134,0.06075380184913858,0.6503515413737155,0.7903614457831325,4.673992393200973,0.972423014474222
10,135,0.060582225308977715,0.6526050117180457,0.7927710843373494,4.671751565923566,0.9724739678058758
10,136,0.060312998935604045,0.6537768162970975,0.7951807228915663,4.669782168153038,0.9725226771122603
10,137,0.060097683528507556,0.6554894537587885,0.7981927710843374,4.667672631059233,0.9725708810005874
10,138,0.0598700583997963,0.6570218135929331,0.8,4.665765838428059,0.972614336673984
10,139,0.0595976748742734,0.6580133405444384,0.8018072289156627,4.663770531827502,0.9726579650538697
10,140,0.05943454409712078,0.6601766720749955,0.8048192771084337,4.661757015849933,0.9727040279869297
10,141,0.05931417232005292,0.6627906976744186,0.8066265060240964,4.659798879280909,0.9727497846121034
10,142,0.05908343691111022,0.6641427798810168,0.8078313253012048,4.657955670892612,0.9727930197618451
10,143,0.05891121864113581,0.6661258337840275,0.8078313253012048,4.656189918254744,0.9728321620333521
10,144,0.0587018544935806,0.667658193618172,0.8078313253012048,4.654422571994269,0.9728709701981043
10,145,0.05850372296418863,0.6692806922660898,0.808433734939759,4.652609552180575,0.9729125283016251
10,146,0.058363624968663826,0.6715341626104201,0.8090361445783133,4.650952121563741,0.9729515081915582
10,147,0.05817839088338617,0.673246800072111,0.8096385542168675,4.649313805170416,0.9729869822224092
10,148,0.058011648801040955,0.6751397151613485,0.8102409638554217,4.647780103276336,0.9730235900977081
10,149,0.057847675233554885,0.6770326302505859,0.8102409638554217,4.6460832526228355,0.9730638906619665
10,150,0.05766388137890891,0.6786551288985037,0.8114457831325301,4.644356219693745,0.9731034010484665
10,151,0.05749061245629936,0.6803677663601947,0.8132530120481928,4.64266265687147,0.9731427239684225
10,152,0.05729695335343221,0.6818099873805661,0.8144578313253013,4.640742911114992,0.9731867728228836
10,153,0.05711293761347627,0.6833423472147107,0.8156626506024096,4.638867299220046,0.9732291792689056
10,154,0.05690222318799314,0.6845141517937624,0.8174698795180723,4.637140156055057,0.973266855285758
10,155,0.05674763178880997,0.6863169280692266,0.8174698795180723,4.635737906802959,0.9733011302498157
10,156,0.056581112939815846,0.6879394267171444,0.8192771084337349,4.633982318493064,0.973341745665758
10,157,0.05643192696003599,0.6897422029926086,0.8216867469879519,4.632529983524784,0.9733758164872709
10,158,0.05626962467353347,0.6913647016405264,0.8228915662650602,4.631009436307577,0.9734106395147026
10,159,0.05607415246505857,0.6925365062195782,0.8253012048192772,4.629404101504497,0.9734473225701638
10,160,0.05586697647400523,0.6935280331710835,0.827710843373494,4.627783155888259,0.9734839358629795
